user_id,installed_at,created_at,updated_at,channel,campaign,total_revenue,total_rewards,num_touchpoints
u031037,12/1/2023 21:16,12/1/2023 21:45,12/1/2023 21:45,instagram,retargeting,52.05,0.53,5
u031154,12/2/2023 20:04,12/2/2023 20:11,12/2/2023 20:11,instagram,retargeting,18.82,0.19,5
u031157,12/2/2023 12:59,12/2/2023 13:52,12/2/2023 13:52,twitter,new_user_promo,89.25,0.89,3
u031246,12/3/2023 1:34,12/3/2023 1:37,12/3/2023 1:37,facebook,retargeting,408.68,4.08,5
u031387,12/4/2023 20:18,12/4/2023 21:07,12/4/2023 21:07,instagram,retargeting,144.99,1.45,3
u031455,12/5/2023 2:11,12/5/2023 3:04,12/5/2023 3:04,facebook,new_user_promo,45.62,0.46,3
u031607,12/6/2023 13:20,12/6/2023 13:57,12/6/2023 13:57,instagram,holiday_special,136.04,1.36,3
u031656,12/7/2023 14:59,12/7/2023 15:34,12/7/2023 15:34,google_ads,new_user_promo,103.41,1.03,3
u031768,12/7/2023 12:37,12/7/2023 12:48,12/7/2023 12:48,affiliate,retargeting,64.29,0.64,1
u031818,12/8/2023 21:33,12/8/2023 22:21,12/8/2023 22:21,facebook,new_user_promo,77.09,0.78,1
u031906,12/8/2023 18:48,12/8/2023 19:24,12/8/2023 19:24,affiliate,summer_sale,149.71,1.5,2
u032102,12/10/2023 16:44,12/10/2023 17:27,12/10/2023 17:27,instagram,retargeting,116.63,1.17,1
u032457,12/13/2023 6:55,12/13/2023 7:01,12/13/2023 7:01,facebook,retargeting,127.09,1.27,3
u033689,12/23/2023 15:40,12/23/2023 15:40,12/23/2023 15:40,instagram,retargeting,43.71,0.44,2
u033758,12/24/2023 13:37,12/24/2023 14:10,12/24/2023 14:10,facebook,holiday_special,118.81,1.19,3
u033795,12/24/2023 12:25,12/24/2023 12:28,12/24/2023 12:28,twitter,holiday_special,187.92,1.88,2
u033826,12/25/2023 10:14,12/25/2023 10:57,12/25/2023 10:57,google_ads,holiday_special,8.83,0.09,3
u033865,12/25/2023 20:12,12/25/2023 20:41,12/25/2023 20:41,facebook,brand_awareness,30.23,0.31,4
u034163,12/27/2023 21:42,12/27/2023 22:11,12/27/2023 22:11,instagram,retargeting,81.42,0.81,5
u034238,12/28/2023 10:03,12/28/2023 11:00,12/28/2023 11:00,google_ads,brand_awareness,61.3,0.61,2
u034401,12/29/2023 0:27,12/29/2023 0:27,12/29/2023 0:27,facebook,summer_sale,86.82,0.87,3
u000022,1/1/2023 11:29,1/1/2023 11:35,1/1/2023 11:35,facebook,new_user_promo,30.46,0.27,4
u000075,1/2/2023 1:36,1/2/2023 2:31,1/2/2023 2:31,google_ads,new_user_promo,82.52,0.81,3
u000272,1/4/2023 10:25,1/4/2023 11:17,1/4/2023 11:17,google_ads,retargeting,84.83,0.82,2
u000312,1/4/2023 19:25,1/4/2023 19:44,1/4/2023 19:44,twitter,new_user_promo,311.28,3.1,4
u000476,1/6/2023 9:25,1/6/2023 10:00,1/6/2023 10:00,instagram,brand_awareness,379.07,3.76,1
u001353,1/17/2023 12:02,1/17/2023 12:05,1/17/2023 12:05,facebook,summer_sale,235.22,2.34,4
u001483,1/18/2023 18:15,1/18/2023 19:02,1/18/2023 19:02,affiliate,new_user_promo,150.92,1.5,5
u001605,1/20/2023 5:17,1/20/2023 5:34,1/20/2023 5:34,facebook,new_user_promo,1.04,0.01,5
u001893,1/23/2023 13:38,1/23/2023 14:26,1/23/2023 14:26,twitter,new_user_promo,118.92,1.18,4
u002341,1/29/2023 9:35,1/29/2023 9:38,1/29/2023 9:38,google_ads,holiday_special,185.49,1.84,3
u002579,2/1/2023 12:42,2/1/2023 13:13,2/1/2023 13:13,google_ads,summer_sale,70.51,0.69,5
u002988,2/6/2023 12:13,2/6/2023 12:17,2/6/2023 12:17,google_ads,holiday_special,200.19,1.98,1
u003069,2/7/2023 22:06,2/7/2023 22:29,2/7/2023 22:29,google_ads,holiday_special,477.84,4.76,3
u003761,2/15/2023 19:40,2/15/2023 20:32,2/15/2023 20:32,facebook,retargeting,313.1,3.13,5
u003968,2/17/2023 10:23,2/17/2023 11:12,2/17/2023 11:12,affiliate,retargeting,67.79,0.67,3
u004155,2/20/2023 0:08,2/20/2023 0:27,2/20/2023 0:27,facebook,holiday_special,41.72,0.4,2
u004569,2/25/2023 4:19,2/25/2023 4:32,2/25/2023 4:32,google_ads,holiday_special,234.98,2.34,5
u005672,3/10/2023 17:27,3/10/2023 18:02,3/10/2023 18:02,instagram,holiday_special,721.21,7.2,1
u005706,3/11/2023 14:31,3/11/2023 15:24,3/11/2023 15:24,google_ads,summer_sale,269.06,2.7,2
u006072,3/15/2023 5:56,3/15/2023 6:17,3/15/2023 6:17,facebook,summer_sale,91.76,0.9,2
u006355,3/18/2023 0:24,3/18/2023 0:48,3/18/2023 0:48,instagram,summer_sale,582.37,5.83,5
u006388,3/19/2023 14:37,3/19/2023 15:25,3/19/2023 15:25,google_ads,new_user_promo,71.98,0.73,2
u006469,3/20/2023 4:14,3/20/2023 4:38,3/20/2023 4:38,google_ads,brand_awareness,64.01,0.64,2
u006800,3/23/2023 23:42,3/23/2023 23:51,3/23/2023 23:51,twitter,retargeting,81.5,0.79,2
u007058,3/27/2023 17:31,3/27/2023 17:35,3/27/2023 17:35,google_ads,summer_sale,1516.05,15.15,1
u007235,3/28/2023 4:42,3/28/2023 4:49,3/28/2023 4:49,affiliate,retargeting,568.12,5.65,5
u007523,4/1/2023 13:21,4/1/2023 13:33,4/1/2023 13:33,facebook,summer_sale,13.68,0.13,4
u007577,4/2/2023 7:10,4/2/2023 7:53,4/2/2023 7:53,google_ads,holiday_special,106.75,1.07,2
u007655,4/3/2023 7:14,4/3/2023 7:47,4/3/2023 7:47,google_ads,retargeting,78.12,0.77,4
u007936,4/6/2023 15:05,4/6/2023 15:49,4/6/2023 15:49,google_ads,retargeting,57.33,0.57,2
u008241,4/9/2023 14:35,4/9/2023 15:25,4/9/2023 15:25,twitter,retargeting,56.46,0.56,3
u008425,4/11/2023 10:52,4/11/2023 11:40,4/11/2023 11:40,affiliate,holiday_special,231.42,2.3,4
u008657,4/14/2023 13:37,4/14/2023 13:37,4/14/2023 13:37,facebook,retargeting,186.64,1.86,1
u008833,4/16/2023 23:14,4/16/2023 23:55,4/16/2023 23:55,affiliate,brand_awareness,234.2,2.33,4
u008903,4/17/2023 10:15,4/17/2023 11:11,4/17/2023 11:11,instagram,retargeting,62.13,0.61,1
u009066,4/19/2023 9:06,4/19/2023 9:35,4/19/2023 9:35,instagram,holiday_special,268.97,2.68,3
u009399,4/23/2023 14:57,4/23/2023 15:56,4/23/2023 15:56,twitter,summer_sale,465.47,4.66,5
u009402,4/23/2023 2:31,4/23/2023 2:51,4/23/2023 2:51,twitter,retargeting,341.17,3.42,1
u009410,4/23/2023 19:32,4/23/2023 20:06,4/23/2023 20:06,affiliate,brand_awareness,212.44,2.1,5
u009507,4/25/2023 5:33,4/25/2023 6:21,4/25/2023 6:21,google_ads,new_user_promo,313.33,3.15,4
u009580,4/25/2023 20:56,4/25/2023 21:38,4/25/2023 21:38,twitter,summer_sale,570.81,5.68,5
u009638,4/26/2023 18:47,4/26/2023 19:32,4/26/2023 19:32,facebook,summer_sale,205.89,2.05,3
u009736,4/27/2023 14:48,4/27/2023 15:30,4/27/2023 15:30,facebook,holiday_special,556.94,5.57,3
u009819,4/28/2023 11:03,4/28/2023 11:17,4/28/2023 11:17,facebook,summer_sale,124.52,1.25,4
u010255,5/3/2023 20:08,5/3/2023 20:34,5/3/2023 20:34,facebook,retargeting,325.06,3.25,2
u010557,5/7/2023 7:15,5/7/2023 7:24,5/7/2023 7:24,google_ads,summer_sale,262.2,2.63,1
u011001,5/12/2023 0:35,5/12/2023 0:45,5/12/2023 0:45,google_ads,retargeting,756.47,7.55,3
u011173,5/14/2023 12:06,5/14/2023 12:58,5/14/2023 12:58,instagram,brand_awareness,72.66,0.73,5
u011435,5/17/2023 8:00,5/17/2023 8:59,5/17/2023 8:59,instagram,holiday_special,255.82,2.55,4
u011649,5/19/2023 9:52,5/19/2023 10:05,5/19/2023 10:05,affiliate,holiday_special,138.84,1.38,3
u011773,5/21/2023 7:42,5/21/2023 8:21,5/21/2023 8:21,instagram,summer_sale,179.65,1.8,2
u011800,5/21/2023 15:27,5/21/2023 15:37,5/21/2023 15:37,affiliate,retargeting,398.47,3.97,4
u012143,5/25/2023 21:21,5/25/2023 21:47,5/25/2023 21:47,instagram,holiday_special,64.01,0.63,4
u012177,5/26/2023 1:02,5/26/2023 1:43,5/26/2023 1:43,google_ads,new_user_promo,108.75,1.08,2
u012381,5/28/2023 9:02,5/28/2023 9:27,5/28/2023 9:27,instagram,retargeting,172.84,1.71,4
u012746,6/1/2023 19:25,6/1/2023 19:53,6/1/2023 19:53,twitter,new_user_promo,5.49,0.05,5
u012793,6/2/2023 22:32,6/2/2023 22:40,6/2/2023 22:40,google_ads,holiday_special,97.72,0.97,3
u013163,6/5/2023 1:29,6/5/2023 2:27,6/5/2023 2:27,instagram,brand_awareness,65.61,0.63,3
u013254,6/6/2023 12:50,6/6/2023 13:14,6/6/2023 13:14,facebook,holiday_special,211.87,2.13,4
u013461,6/8/2023 17:03,6/8/2023 17:04,6/8/2023 17:04,facebook,new_user_promo,349.89,3.5,1
u013569,6/9/2023 8:04,6/9/2023 8:12,6/9/2023 8:12,facebook,summer_sale,166.41,1.68,2
u013993,6/13/2023 12:15,6/13/2023 13:09,6/13/2023 13:09,twitter,holiday_special,44.49,0.44,3
u014233,6/16/2023 4:12,6/16/2023 5:01,6/16/2023 5:01,google_ads,new_user_promo,408.69,4.06,5
u014339,6/17/2023 19:10,6/17/2023 19:30,6/17/2023 19:30,google_ads,holiday_special,111.04,1.09,2
u014602,6/19/2023 22:04,6/19/2023 22:46,6/19/2023 22:46,twitter,retargeting,287.44,2.89,3
u014873,6/22/2023 19:23,6/22/2023 20:12,6/22/2023 20:12,facebook,holiday_special,71.16,0.71,2
u014980,6/23/2023 16:58,6/23/2023 17:09,6/23/2023 17:09,facebook,new_user_promo,191.66,1.92,3
u015205,6/25/2023 1:15,6/25/2023 1:36,6/25/2023 1:36,twitter,new_user_promo,54.65,0.56,1
u015294,6/26/2023 2:26,6/26/2023 2:54,6/26/2023 2:54,instagram,summer_sale,11.85,0.1,2
u015502,6/28/2023 7:56,6/28/2023 8:41,6/28/2023 8:41,facebook,holiday_special,9.26,0.08,3
u015648,6/29/2023 11:58,6/29/2023 12:05,6/29/2023 12:05,twitter,summer_sale,41.79,0.41,4
u016006,7/3/2023 0:07,7/3/2023 0:37,7/3/2023 0:37,facebook,retargeting,774.36,7.74,1
u016084,7/4/2023 3:39,7/4/2023 4:26,7/4/2023 4:26,google_ads,retargeting,413.75,4.13,4
u016135,7/4/2023 5:14,7/4/2023 5:32,7/4/2023 5:32,instagram,retargeting,314.22,3.14,3
u016491,7/7/2023 6:33,7/7/2023 7:26,7/7/2023 7:26,affiliate,new_user_promo,124.28,1.23,1
u016723,7/10/2023 16:13,7/10/2023 17:11,7/10/2023 17:11,instagram,new_user_promo,189.14,1.86,1
u017101,7/14/2023 2:14,7/14/2023 3:13,7/14/2023 3:13,google_ads,summer_sale,32.54,0.33,1
u017290,7/16/2023 20:09,7/16/2023 21:09,7/16/2023 21:09,google_ads,new_user_promo,38.26,0.38,5
u017423,7/17/2023 5:58,7/17/2023 6:31,7/17/2023 6:31,facebook,retargeting,411.54,4.12,4
u017604,7/19/2023 11:11,7/19/2023 11:59,7/19/2023 11:59,google_ads,brand_awareness,269.86,2.7,4
u017681,7/19/2023 8:34,7/19/2023 9:17,7/19/2023 9:17,twitter,retargeting,144.82,1.45,1
u018018,7/23/2023 15:26,7/23/2023 16:05,7/23/2023 16:05,google_ads,holiday_special,195.77,1.96,2
u018163,7/24/2023 22:38,7/24/2023 23:25,7/24/2023 23:25,instagram,retargeting,3389.42,33.89,3
u018248,7/25/2023 22:00,7/25/2023 22:44,7/25/2023 22:44,facebook,retargeting,106.39,1.07,5
u018404,7/26/2023 22:21,7/26/2023 22:26,7/26/2023 22:26,affiliate,holiday_special,35.65,0.36,5
u019313,8/4/2023 13:29,8/4/2023 14:21,8/4/2023 14:21,facebook,new_user_promo,336.94,3.35,5
u019415,8/5/2023 8:38,8/5/2023 9:38,8/5/2023 9:38,facebook,retargeting,51.25,0.52,5
u019430,8/5/2023 12:03,8/5/2023 12:44,8/5/2023 12:44,instagram,retargeting,391.09,3.92,2
u019641,8/7/2023 7:48,8/7/2023 8:40,8/7/2023 8:40,twitter,retargeting,780.68,7.81,2
u019875,8/10/2023 22:37,8/10/2023 22:43,8/10/2023 22:43,google_ads,summer_sale,38.78,0.38,4
u020512,8/16/2023 14:18,8/16/2023 14:24,8/16/2023 14:24,facebook,holiday_special,39.95,0.38,3
u020691,8/18/2023 11:15,8/18/2023 11:53,8/18/2023 11:53,google_ads,summer_sale,360.84,3.63,3
u020810,8/19/2023 19:12,8/19/2023 19:56,8/19/2023 19:56,google_ads,retargeting,667.33,6.66,5
u020868,8/19/2023 9:49,8/19/2023 10:28,8/19/2023 10:28,twitter,holiday_special,99.22,0.99,2
u020970,8/20/2023 7:52,8/20/2023 8:43,8/20/2023 8:43,affiliate,new_user_promo,269.04,2.7,5
u021174,8/22/2023 2:46,8/22/2023 3:05,8/22/2023 3:05,twitter,new_user_promo,150.19,1.49,5
u021479,8/25/2023 12:41,8/25/2023 13:39,8/25/2023 13:39,instagram,new_user_promo,218.75,2.18,3
u021949,8/29/2023 19:35,8/29/2023 20:01,8/29/2023 20:01,affiliate,retargeting,46.07,0.46,5
u021961,8/30/2023 23:05,8/30/2023 23:43,8/30/2023 23:43,google_ads,summer_sale,74.21,0.74,2
u022287,9/2/2023 22:31,9/2/2023 23:21,9/2/2023 23:21,facebook,retargeting,1111.03,11.11,5
u022404,9/4/2023 21:50,9/4/2023 22:07,9/4/2023 22:07,google_ads,holiday_special,35.03,0.37,2
u022647,9/6/2023 5:04,9/6/2023 5:16,9/6/2023 5:16,affiliate,summer_sale,78.88,0.77,3
u023279,9/14/2023 14:23,9/14/2023 14:40,9/14/2023 14:40,facebook,retargeting,208.93,2.09,2
u023625,9/18/2023 19:20,9/18/2023 19:42,9/18/2023 19:42,facebook,retargeting,116.87,1.17,2
u023664,9/18/2023 9:17,9/18/2023 9:29,9/18/2023 9:29,affiliate,retargeting,35.37,0.37,4
u023815,9/20/2023 16:07,9/20/2023 16:07,9/20/2023 16:07,instagram,brand_awareness,30.74,0.31,1
u023845,9/21/2023 10:48,9/21/2023 11:16,9/21/2023 11:16,google_ads,new_user_promo,1.66,0,3
u023967,9/22/2023 21:41,9/22/2023 22:32,9/22/2023 22:32,instagram,new_user_promo,231.95,2.31,3
u024335,9/27/2023 22:27,9/27/2023 22:28,9/27/2023 22:28,google_ads,retargeting,139.65,1.39,1
u024370,9/27/2023 4:21,9/27/2023 4:38,9/27/2023 4:38,instagram,new_user_promo,40.06,0.4,4
u024565,9/29/2023 7:11,9/29/2023 7:24,9/29/2023 7:24,twitter,new_user_promo,22.33,0.24,2
u025115,10/6/2023 1:01,10/6/2023 2:00,10/6/2023 2:00,google_ads,new_user_promo,24.01,0.25,1
u025229,10/7/2023 1:01,10/7/2023 1:17,10/7/2023 1:17,facebook,holiday_special,490.33,4.89,1
u025609,10/11/2023 3:49,10/11/2023 4:26,10/11/2023 4:26,twitter,retargeting,336.06,3.37,4
u026079,10/17/2023 7:25,10/17/2023 7:29,10/17/2023 7:29,instagram,holiday_special,389.28,3.9,2
u026541,10/23/2023 15:02,10/23/2023 15:35,10/23/2023 15:35,google_ads,brand_awareness,91.64,0.91,2
u026559,10/23/2023 16:57,10/23/2023 17:01,10/23/2023 17:01,facebook,holiday_special,94.45,0.94,4
u026610,10/23/2023 21:17,10/23/2023 21:50,10/23/2023 21:50,affiliate,retargeting,676.98,6.78,2
u026710,10/25/2023 15:15,10/25/2023 15:38,10/25/2023 15:38,google_ads,summer_sale,203.94,2.04,5
u026987,10/28/2023 21:34,10/28/2023 22:24,10/28/2023 22:24,google_ads,brand_awareness,76.59,0.76,2
u027120,10/30/2023 15:13,10/30/2023 16:11,10/30/2023 16:11,google_ads,new_user_promo,88.66,0.89,1
u027121,10/30/2023 18:36,10/30/2023 18:56,10/30/2023 18:56,google_ads,new_user_promo,79.37,0.8,3
u027356,11/1/2023 0:15,11/1/2023 0:59,11/1/2023 0:59,facebook,brand_awareness,25.45,0.25,3
u027489,11/2/2023 6:40,11/2/2023 7:34,11/2/2023 7:34,facebook,retargeting,86.51,0.86,2
u027726,11/4/2023 17:27,11/4/2023 17:41,11/4/2023 17:41,facebook,summer_sale,438.35,4.38,5
u027943,11/6/2023 11:17,11/6/2023 11:56,11/6/2023 11:56,facebook,retargeting,291.9,2.92,2
u028266,11/9/2023 11:49,11/9/2023 11:57,11/9/2023 11:57,google_ads,new_user_promo,49.02,0.49,5
u028397,11/10/2023 19:32,11/10/2023 19:46,11/10/2023 19:46,google_ads,summer_sale,107.12,1.07,4
u028630,11/12/2023 20:54,11/12/2023 20:54,11/12/2023 20:54,google_ads,new_user_promo,72.35,0.71,1
u028794,11/13/2023 7:54,11/13/2023 8:50,11/13/2023 8:50,facebook,retargeting,354.84,3.55,3
u028953,11/14/2023 16:02,11/14/2023 16:15,11/14/2023 16:15,instagram,retargeting,88.35,0.88,1
u029004,11/15/2023 21:46,11/15/2023 22:19,11/15/2023 22:19,google_ads,summer_sale,117.24,1.17,4
u029210,11/16/2023 7:26,11/16/2023 7:30,11/16/2023 7:30,twitter,holiday_special,268.33,2.69,1
u029233,11/17/2023 15:20,11/17/2023 15:22,11/17/2023 15:22,google_ads,new_user_promo,50.58,0.51,5
u029307,11/17/2023 0:00,11/17/2023 0:15,11/17/2023 0:15,instagram,summer_sale,22.26,0.22,1
u029383,11/18/2023 20:43,11/18/2023 21:28,11/18/2023 21:28,google_ads,retargeting,378.37,3.79,4
u029388,11/18/2023 4:34,11/18/2023 5:31,11/18/2023 5:31,google_ads,retargeting,136.27,1.36,4
u029448,11/18/2023 15:34,11/18/2023 15:50,11/18/2023 15:50,twitter,retargeting,261.8,2.62,5
u029520,11/19/2023 6:42,11/19/2023 7:14,11/19/2023 7:14,instagram,new_user_promo,51.16,0.5,4
u029979,11/23/2023 0:14,11/23/2023 0:45,11/23/2023 0:45,google_ads,summer_sale,69.39,0.69,5
u030721,11/29/2023 13:34,11/29/2023 14:09,11/29/2023 14:09,facebook,new_user_promo,221.39,2.21,1
u030731,11/29/2023 16:29,11/29/2023 17:27,11/29/2023 17:27,facebook,summer_sale,189.75,1.9,2
u030784,11/29/2023 16:47,11/29/2023 17:01,11/29/2023 17:01,instagram,retargeting,144.07,1.45,1
u030902,11/30/2023 3:27,11/30/2023 4:09,11/30/2023 4:09,instagram,brand_awareness,260.8,2.6,5
u030971,12/1/2023 4:35,12/1/2023 5:11,12/1/2023 5:11,google_ads,brand_awareness,19.77,0.19,3
u031366,12/4/2023 18:22,12/4/2023 18:46,12/4/2023 18:46,facebook,retargeting,10.43,0.1,2
u031753,12/7/2023 12:45,12/7/2023 12:49,12/7/2023 12:49,twitter,brand_awareness,117.15,1.17,3
u031785,12/8/2023 7:34,12/8/2023 8:31,12/8/2023 8:31,google_ads,summer_sale,815.21,8.17,3
u031805,12/8/2023 3:40,12/8/2023 4:14,12/8/2023 4:14,google_ads,retargeting,146.82,1.47,3
u032282,12/12/2023 16:51,12/12/2023 16:57,12/12/2023 16:57,google_ads,retargeting,1379.95,13.81,2
u032498,12/13/2023 7:22,12/13/2023 7:46,12/13/2023 7:46,affiliate,summer_sale,56.45,0.56,2
u032642,12/14/2023 17:12,12/14/2023 18:00,12/14/2023 18:00,affiliate,holiday_special,6.76,0.07,2
u032748,12/15/2023 9:10,12/15/2023 10:01,12/15/2023 10:01,twitter,holiday_special,37.21,0.37,3
u032777,12/16/2023 14:23,12/16/2023 15:04,12/16/2023 15:04,google_ads,new_user_promo,154.66,1.55,4
u032962,12/17/2023 9:08,12/17/2023 9:33,12/17/2023 9:33,affiliate,summer_sale,60.74,0.61,3
u033394,12/21/2023 14:19,12/21/2023 14:27,12/21/2023 14:27,facebook,summer_sale,88.45,0.88,1
u033518,12/22/2023 14:43,12/22/2023 15:42,12/22/2023 15:42,google_ads,retargeting,38.5,0.38,5
u033605,12/22/2023 13:37,12/22/2023 14:08,12/22/2023 14:08,affiliate,retargeting,88.16,0.88,3
u033710,12/23/2023 15:00,12/23/2023 15:47,12/23/2023 15:47,affiliate,brand_awareness,40.53,0.41,2
u034107,12/27/2023 4:48,12/27/2023 5:40,12/27/2023 5:40,google_ads,retargeting,269.81,2.69,5
u034368,12/29/2023 22:25,12/29/2023 22:37,12/29/2023 22:37,google_ads,holiday_special,154.44,1.54,5
u034481,12/29/2023 15:58,12/29/2023 16:34,12/29/2023 16:34,twitter,retargeting,17.62,0.18,2
u000271,1/4/2023 15:42,1/4/2023 16:04,1/4/2023 16:04,google_ads,retargeting,817.83,8.18,5
u000351,1/5/2023 15:51,1/5/2023 16:33,1/5/2023 16:33,google_ads,retargeting,704.84,7.05,3
u000360,1/5/2023 8:26,1/5/2023 9:19,1/5/2023 9:19,facebook,summer_sale,120.24,1.2,4
u000431,1/6/2023 0:52,1/6/2023 1:51,1/6/2023 1:51,google_ads,brand_awareness,151.98,1.51,4
u001144,1/14/2023 17:03,1/14/2023 17:41,1/14/2023 17:41,instagram,retargeting,244.65,2.43,1
u001146,1/14/2023 21:34,1/14/2023 22:06,1/14/2023 22:06,twitter,new_user_promo,158.22,1.57,2
u001303,1/16/2023 21:18,1/16/2023 22:04,1/16/2023 22:04,twitter,retargeting,6.56,0.06,1
u001455,1/18/2023 15:05,1/18/2023 15:46,1/18/2023 15:46,facebook,retargeting,236.63,2.35,2
u001572,1/19/2023 8:41,1/19/2023 9:33,1/19/2023 9:33,affiliate,new_user_promo,38.31,0.37,3
u001917,1/24/2023 14:57,1/24/2023 15:43,1/24/2023 15:43,google_ads,new_user_promo,92.38,0.92,5
u002020,1/25/2023 11:58,1/25/2023 12:32,1/25/2023 12:32,google_ads,holiday_special,381.22,3.79,4
u002112,1/26/2023 14:03,1/26/2023 14:42,1/26/2023 14:42,facebook,summer_sale,58.58,0.57,2
u002270,1/28/2023 15:54,1/28/2023 16:14,1/28/2023 16:14,google_ads,brand_awareness,20.42,0.2,3
u002352,1/29/2023 5:55,1/29/2023 6:06,1/29/2023 6:06,facebook,new_user_promo,486.08,4.86,4
u002420,1/30/2023 13:10,1/30/2023 13:38,1/30/2023 13:38,google_ads,retargeting,342.42,3.43,5
u002552,1/31/2023 14:13,1/31/2023 14:51,1/31/2023 14:51,twitter,holiday_special,323.69,3.21,4
u002851,2/4/2023 17:21,2/4/2023 17:56,2/4/2023 17:56,google_ads,brand_awareness,290.23,2.88,2
u002861,2/4/2023 22:25,2/4/2023 22:48,2/4/2023 22:48,facebook,new_user_promo,577.94,5.78,2
u003287,2/9/2023 13:35,2/9/2023 14:22,2/9/2023 14:22,instagram,holiday_special,345.65,3.47,3
u003588,2/13/2023 13:23,2/13/2023 13:27,2/13/2023 13:27,facebook,retargeting,726.23,7.27,5
u003738,2/15/2023 10:15,2/15/2023 10:29,2/15/2023 10:29,google_ads,retargeting,445.06,4.44,1
u003740,2/15/2023 10:44,2/15/2023 10:45,2/15/2023 10:45,facebook,new_user_promo,5.42,0.05,5
u004015,2/18/2023 17:01,2/18/2023 17:35,2/18/2023 17:35,instagram,new_user_promo,270.59,2.69,5
u004203,2/20/2023 4:29,2/20/2023 4:34,2/20/2023 4:34,affiliate,summer_sale,74.84,0.75,2
u004236,2/21/2023 23:41,2/22/2023 0:18,2/22/2023 0:18,facebook,new_user_promo,198.6,1.97,1
u004492,2/24/2023 11:36,2/24/2023 11:41,2/24/2023 11:41,google_ads,retargeting,205.09,2.05,1
u004520,2/24/2023 23:08,2/25/2023 0:03,2/25/2023 0:03,instagram,new_user_promo,17.31,0.16,1
u004675,2/26/2023 10:24,2/26/2023 10:34,2/26/2023 10:34,instagram,new_user_promo,220,2.18,5
u004844,2/28/2023 0:13,2/28/2023 0:39,2/28/2023 0:39,instagram,retargeting,173.98,1.72,1
u004977,3/2/2023 16:12,3/2/2023 16:35,3/2/2023 16:35,google_ads,retargeting,209.68,2.1,2
u004993,3/2/2023 11:11,3/2/2023 11:42,3/2/2023 11:42,facebook,holiday_special,47.58,0.48,4
u005048,3/3/2023 16:48,3/3/2023 17:38,3/3/2023 17:38,google_ads,summer_sale,125.54,1.22,1
u005723,3/11/2023 5:33,3/11/2023 5:42,3/11/2023 5:42,facebook,new_user_promo,146.79,1.44,2
u005751,3/11/2023 4:10,3/11/2023 4:45,3/11/2023 4:45,instagram,retargeting,436.81,4.37,5
u006067,3/15/2023 12:17,3/15/2023 12:19,3/15/2023 12:19,facebook,new_user_promo,144.83,1.45,3
u006143,3/16/2023 15:57,3/16/2023 16:24,3/16/2023 16:24,google_ads,holiday_special,226.84,2.26,1
u006467,3/20/2023 2:25,3/20/2023 2:51,3/20/2023 2:51,google_ads,holiday_special,79.79,0.82,4
u006490,3/20/2023 22:37,3/20/2023 23:30,3/20/2023 23:30,facebook,summer_sale,764.5,7.63,5
u006867,3/24/2023 3:11,3/24/2023 3:21,3/24/2023 3:21,facebook,retargeting,41.18,0.41,2
u007013,3/26/2023 11:24,3/26/2023 11:43,3/26/2023 11:43,facebook,brand_awareness,240.46,2.4,4
u007269,3/29/2023 19:31,3/29/2023 20:03,3/29/2023 20:03,facebook,summer_sale,204.13,2.04,1
u007579,4/2/2023 10:42,4/2/2023 11:22,4/2/2023 11:22,google_ads,holiday_special,93.52,0.94,4
u007719,4/3/2023 15:43,4/3/2023 15:50,4/3/2023 15:50,twitter,retargeting,404.06,4.03,2
u007872,4/5/2023 20:06,4/5/2023 20:32,4/5/2023 20:32,facebook,retargeting,44.09,0.43,4
u008143,4/8/2023 18:49,4/8/2023 19:19,4/8/2023 19:19,facebook,retargeting,136.92,1.35,2
u008423,4/11/2023 14:33,4/11/2023 14:51,4/11/2023 14:51,affiliate,summer_sale,670.04,6.69,2
u008623,4/14/2023 21:02,4/14/2023 21:55,4/14/2023 21:55,google_ads,retargeting,176.28,1.76,1
u008916,4/17/2023 6:50,4/17/2023 7:46,4/17/2023 7:46,twitter,retargeting,235.18,2.36,4
u009019,4/19/2023 1:14,4/19/2023 1:48,4/19/2023 1:48,google_ads,summer_sale,657.75,6.57,3
u009026,4/19/2023 9:22,4/19/2023 9:44,4/19/2023 9:44,google_ads,brand_awareness,253.75,2.53,2
u009056,4/19/2023 6:20,4/19/2023 6:37,4/19/2023 6:37,facebook,retargeting,107.4,1.07,1
u009121,4/20/2023 12:23,4/20/2023 13:03,4/20/2023 13:03,google_ads,retargeting,189.79,1.9,4
u009413,4/24/2023 9:56,4/24/2023 10:40,4/24/2023 10:40,google_ads,new_user_promo,49.75,0.48,3
u009546,4/25/2023 5:53,4/25/2023 6:04,4/25/2023 6:04,facebook,brand_awareness,396.15,3.96,1
u009632,4/26/2023 12:28,4/26/2023 12:55,4/26/2023 12:55,facebook,new_user_promo,23.33,0.23,1
u009913,4/29/2023 3:16,4/29/2023 3:35,4/29/2023 3:35,facebook,holiday_special,47.35,0.46,2
u009961,4/30/2023 15:31,4/30/2023 16:30,4/30/2023 16:30,google_ads,summer_sale,600.43,6.01,5
u010185,5/2/2023 23:41,5/2/2023 23:54,5/2/2023 23:54,twitter,holiday_special,481.45,4.81,5
u010254,5/3/2023 21:13,5/3/2023 22:10,5/3/2023 22:10,facebook,retargeting,31.26,0.32,2
u010293,5/3/2023 10:52,5/3/2023 11:47,5/3/2023 11:47,affiliate,retargeting,317.65,3.19,2
